id,source,text,created_at
263,x,sunscreen yang mencerahkan dan aman bagi kulit sensitif cuma Amaterasun Susncreen Yang Bikin Putih https://t.co/GOHjh6SCwT,Thu Jun 05 03:40:28 +0000 2025
264,x,Gak perlu takut muka jadi belang atau kusam karena AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET ? https://t.co/IW9O0ENyjs https://t.co/RArxwYqXhR,Thu Jun 05 03:40:18 +0000 2025
265,x,Bakalan repurchase Amaterasun sunscreen bikin putih https://t.co/zSZ8Z7DKH8,Thu Jun 05 03:40:11 +0000 2025
266,x,Nggak nyangka banget bisa bantu kulitku jadi lebih sehat berkat Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/MChOlKqXtQ https://t.co/etXlJUor6U,Thu Jun 05 03:39:50 +0000 2025
267,x,Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet Gampang di aplikasikan ga bkin kusemm https://t.co/HatURwblKL https://t.co/NnKvZa75xt,Thu Jun 05 03:39:40 +0000 2025
268,x,Cari sunscreen yang bikin kulit cerah beneran? AMATERASUN SUNSCREEN BIKIN PUTIH kok bukan abu-abu https://t.co/RoB8NGatiZ https://t.co/ishH3CSFbK,Thu Jun 05 03:39:27 +0000 2025
269,x,Kalau kulitmu oily kayak aku kamu bakal suka ini: AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET https://t.co/l3vX7Y5nhZ https://t.co/pi4FvNiJSZ,Thu Jun 05 03:39:16 +0000 2025
270,x,SAKING SUKA NYA GAK ADA LAWAN DEH EMANG AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NO 1 DIHATI GUE ?? gak ada lawan comfy banget dipake nya makanya gas co biar sama kyk gue https://t.co/wv8HddNXxt https://t.co/Dzn85Q142B,Thu Jun 05 03:39:09 +0000 2025
271,x,Amaterasun sunscreen bikin putih dan tone-upnya dapet banget tapi nggak bikin muka jadi abu-abu kayak hantu. Cerahnya natural banget! https://t.co/AyGkdwIF5l https://t.co/CpQ2coE7SD,Thu Jun 05 03:39:03 +0000 2025
272,x,ayoo buruan dicobain produk yg satu ini minim whitecast dan ringan banget dimuka Amaterasun sunscreen bikin putih https://t.co/973EYjmcee https://t.co/kbo8uf0kxJ,Thu Jun 05 03:38:41 +0000 2025
273,x,SAKING SUKA NYA FIX AKU NOBATIN AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NOMER WAHID!! ? Secinta itu sama produk produknya makanya gue rajin check out https://t.co/CnOXze5Cyo https://t.co/6MuogMpso2,Thu Jun 05 03:38:16 +0000 2025
274,x,gue sih tim sunscreen yang gak drama makanya pilih Amaterasun sunscreen bikin putih soalnya hidup aja udah cukup ribet https://t.co/Yf8yoqHSrN https://t.co/SqJcB7I3qE,Thu Jun 05 03:38:14 +0000 2025
275,x,Gak mau putih bohongan? Coba aja AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET ? https://t.co/6w9WboRyaw https://t.co/HCQuX7w4ch,Thu Jun 05 03:38:10 +0000 2025
276,x,Cerah alami gak over! AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET https://t.co/E3E0ryUsNn https://t.co/PkpzHIDuAh,Thu Jun 05 03:37:59 +0000 2025
277,x,Sunscreen yang bikin cerah tapi nggak bikin abu? amaterasun jawabannya. Nggak tipu-tipu tone up Amaterasun sunscreen bikin putih ! https://t.co/i4Dxxw9dUd https://t.co/jNZs4rmmf5,Thu Jun 05 03:37:57 +0000 2025
278,x,yang kulitnya gampang abu tiap pake sunscreen dengerin kata gue ni Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet tuh solusinya. Bukan sekadar janji-janji marketing https://t.co/FKXOTF1Mgz https://t.co/i80cLNDALl,Thu Jun 05 03:37:22 +0000 2025
279,x,ARGHHH SENENG BANGET SETELAH COBA BERAGAM MERK FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU EMANG TOP TIER NIH SUNSCREEN ?? gas check out ya guys https://t.co/1KcEH6QukN https://t.co/Eq0lLTSrkx,Thu Jun 05 03:37:08 +0000 2025
280,x,Nyoba Amaterasun dan langsung paham hype-nya kenapa Sunscreen yang bikin putih tapi gak abu2 monyet tuh nyata! https://t.co/u6TGc2v8OU https://t.co/QhscZyOtjk,Thu Jun 05 03:36:55 +0000 2025
281,x,Sunscreen amaterasun = kulit cerahan instan tanpa gray cast! Ini magic apa apa sih Amaterasun sunscreen yang bikin putih guys https://t.co/YKyQCxfgip https://t.co/eWRcYD2jXM,Thu Jun 05 03:36:42 +0000 2025
282,x,LAGI SENENG NIH GUE NEMU AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU WOYY MANA LIGHT BANGET DI KULIT ENAK POL https://t.co/837tiXYdWH https://t.co/HJ8UOisXsF,Thu Jun 05 03:36:37 +0000 2025
283,x,udah skincare-an rajin masa hasil akhirnya abu? ganti dong ke Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet trust me ini enak banget finish-nya https://t.co/Yg56nmA7cm https://t.co/5lfVEoZIF5,Thu Jun 05 03:35:54 +0000 2025
284,x,SENENG BANGET SAMPE AKU NOBATIN AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NOMER WAHID!! ? Secinta itu sama produk produknya makanya gue rajin check out https://t.co/QL7CyFUcjf https://t.co/qQ4EoSbema,Thu Jun 05 03:35:50 +0000 2025
285,x,gue tuh cuma mau satu: putih glowing tapi gak abu-abu kayak bekas sablon gagal. Makanya pake Amaterasun sunscreen bikin putih https://t.co/wnI5nfpbkE https://t.co/1GedW1uBGu,Thu Jun 05 03:34:48 +0000 2025
286,x,Senengnya akhirnya aku nemu sunscreen yang bener bener pas di aku! FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU ? check out disini ya guys https://t.co/6LCXd5513W https://t.co/O2ykebSnpB,Thu Jun 05 03:34:32 +0000 2025
287,x,Amaterasun sunscreen yang bikin putih tapi tone-up-nya soft bikin wajah kelihatan segar &amp; cerah bukan kayak topeng https://t.co/I0VmV02dBB https://t.co/zOuy39vBxL,Thu Jun 05 03:34:30 +0000 2025
288,x,Ringan no whitecast dan cepat menyerap beneran cocok banget dikulitku Amaterasun sunscreen bikin putih ini https://t.co/P6mrer7e5i https://t.co/CWOp1OyRrO,Thu Jun 05 03:34:15 +0000 2025
289,x,Mau jalan atau rebahan sunscreen tetep wajib dong. AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET https://t.co/6hnldpxEpn https://t.co/AGiNVYRvey,Thu Jun 05 03:33:42 +0000 2025
290,x,gue gak butuh filter cukup pake Amaterasun sunscreen bikin putih langsung naik level jadi best version of me https://t.co/3jWDZU9UFM https://t.co/mWxJ5ETYtR,Thu Jun 05 03:33:35 +0000 2025
291,x,SENENG BANGET BISA NEMU PRODUK INI GAK ADA LAWAN DEH EMANG AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NO 1 DIHATI GUE ?? gak ada lawan comfy banget dipake nya makanya gas co biar sama kyk gue https://t.co/YClvBDCENj https://t.co/mVop5PbUgU,Thu Jun 05 03:33:33 +0000 2025
292,x,gue kaget sih karena efek cerahnya langsung keliatan. Amaterasun sunscreen bikin putih dan gak medok https://t.co/r9CO4S8msY https://t.co/NNZoVP1X2j,Thu Jun 05 03:32:35 +0000 2025
293,x,SENENG BANGET GUE SETELAH COBA BERAGAM MERK FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU EMANG TOP TIER NIH SUNSCREEN ?? gas check out ya guys https://t.co/2EipcrwQJD https://t.co/7Nvxpaqp5S,Thu Jun 05 03:32:25 +0000 2025
294,x,Baru nemu sunscreen lokal yang nggak bikin abu walau tone up: Amaterasun bikin putih dengan teksturnya ringan parah pula! https://t.co/wGqhTFsBc0 https://t.co/95uTvx4gJe,Thu Jun 05 03:32:21 +0000 2025
295,x,dulu kalo pake sunscreen = muka pucet sekarang? Amaterasun sunscreen bikin putih tapi tetap glowing kayak anak sultan hahaha https://t.co/B1l2cM4ps0 https://t.co/JB0MgNWTF7,Thu Jun 05 03:32:08 +0000 2025
296,x,SENENG BANGET WOY FIX BENER NIH AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU WOYY MANA LIGHT BANGET DI KULIT ENAK POL https://t.co/PGDJ9ub81q https://t.co/SynDJOlehv,Thu Jun 05 03:31:47 +0000 2025
297,x,Cocok banget buat daily use dan hasilnya makin glowing ayoo buruan kepoin Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/IvtIFLgPsB https://t.co/uayzPfCOQe,Thu Jun 05 03:31:46 +0000 2025
298,x,ini bukan sunscreen biasa Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet tuh literally penyelamat muka saat panas udah 34 derajat ? https://t.co/m4RYggZiPm https://t.co/CEtuhbAOsA,Thu Jun 05 03:31:15 +0000 2025
299,x,Pokoknya kalian wajib cobain deh Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet yukk langsung aja https://t.co/2aifRnTT5d https://t.co/7Ho9FFCYjO,Thu Jun 05 03:30:37 +0000 2025
300,x,gue baru ngerti kenapa banyak yang racunin Amaterasun... AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET itu BENERAN Amaterasun Sunscreen nyaman banget sih di apply niatnya cuma coba sekarang repurchase terus https://t.co/3JsyP8U5BC https://t.co/UuXNBTY6ov,Thu Jun 05 03:30:30 +0000 2025
301,x,Finally aku nemu sunscreen yang bener bener pas di aku! FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU ? check out disini ya guys https://t.co/b5PXm6RXrZ https://t.co/n33jQgvmAJ,Thu Jun 05 03:30:15 +0000 2025
302,x,suka nih dengan versi sunscreen lokal tapi khasiat bisa bikin putih Amaterasun sunscreen bikin putih tapi wajah tetap glow ga abu2 ya https://t.co/Omv04K92nq https://t.co/I0KJYHae9L,Thu Jun 05 03:30:04 +0000 2025
303,x,Baru kali ini nemu sunscreen yang bikin glowing bukan ngelabuin AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET Linknya ini ya: https://t.co/fe2dOyfOvh https://t.co/x1YcyVPXvj,Thu Jun 05 03:30:02 +0000 2025
304,x,gue gak suka ribet dan sunscreen ini ngerti banget vibe-nya Amaterasun sunscreen bikin putih cepet nyerap &amp; hasilnya nyenengin https://t.co/neQyDEm3c1 https://t.co/WDV9JjG2Sw,Thu Jun 05 03:29:49 +0000 2025
305,x,Beneran ringan banget dimuka makanya aku suka banget sama Amaterasun sunscreen bikin putih https://t.co/N43K1odIU4 https://t.co/zpuYltmV5W,Thu Jun 05 03:29:47 +0000 2025
306,x,FIX AKU NOBATIN AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NOMER WAHID!! ? Secinta itu sama produk produknya makanya gue rajin check out https://t.co/No7ivVh36N GAK https://t.co/iee841h07g,Thu Jun 05 03:29:44 +0000 2025
307,x,GAK ADA LAWAN DEH EMANG AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NO 1 DIHATI GUE ?? gak ada lawan comfy banget dipake nya makanya gas co biar sama kyk gue https://t.co/EcOGm3Ye2B https://t.co/NFGuOVwF46,Thu Jun 05 03:29:14 +0000 2025
308,x,Mikirnya suncreen amaterasun cuma buat ngelindungi dari matahari tapi sekarang ada yang versi Amaterasun sunscreen bikin putih juga loh https://t.co/4sTv7FRuec https://t.co/IHjlVAIep8,Thu Jun 05 03:29:07 +0000 2025
309,x,SETELAH COBA BERAGAM MERK FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU EMANG TOP TIER NIH SUNSCREEN ?? gas check out ya guys https://t.co/VUhyJ2uUjp https://t.co/rMJ5PzzCes,Thu Jun 05 03:28:50 +0000 2025
310,x,coba deh sekali aja pakai lo bakal ngerti kenapa Amaterasun sunscreen bikin putih dan langsung keliatan fresh https://t.co/7bU5IJ5mmC https://t.co/iU2UurJv2l,Thu Jun 05 03:28:38 +0000 2025
311,x,sunscreen lokal yang bukan cuma jago lindungin kulit Amaterasun sunscreen bikin putih tapi tetap cerah di wajah ga bikin jadi abu2 https://t.co/zGVDs36l0D https://t.co/n6e3tS3FfM,Thu Jun 05 03:28:33 +0000 2025
312,x,Sunscreen fav gue karna nyaman bgt d pke dan ini tuh Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/OA1jLuzy2u https://t.co/x2VrHFOiMZ,Thu Jun 05 03:28:15 +0000 2025
313,x,jangan tunggu kulit kalian protes dulu baru cari sunscreen. Mulai sekarang aja pake Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/1pY6ahX1KR https://t.co/XVCMkIvfwS,Thu Jun 05 03:28:11 +0000 2025
314,x,WAH FIX BENER NIH AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU WOYY MANA LIGHT BANGET DI KULIT ENAK POL https://t.co/ryrfamUZ8I https://t.co/qFtqu7PSNe,Thu Jun 05 03:28:11 +0000 2025
315,x,Nggak nyangka Amaterasun sunscreen bikin putih sekaligus melindungi kulit dari sinar UV. https://t.co/NZEWds7Dgd https://t.co/tAgte4J4t5,Thu Jun 05 03:27:57 +0000 2025
316,x,Jangan ngaku cowo keren kalo blom pake Amaterasun Sunscreen yang Bikin Putih Tapi Ga Bikin Abu? Monyet https://t.co/7DE6BLhQFw,Thu Jun 05 03:27:51 +0000 2025
317,x,Repurchase? Of course yes karena udah nggak mau coba yang lain tetap setia sama Amaterasun sunscreen bikin putih https://t.co/vmIG9oreVS https://t.co/L5y72wseGD,Thu Jun 05 03:27:50 +0000 2025
318,x,hasil akhir dari Amaterasun sunscreen bikin putih ga kayak tone up biasa tapi ini lebih ke soft natural lebih ringan dan ga bikin abu2 https://t.co/Lt0wzf5Z3d https://t.co/GMhdK8hPrN,Thu Jun 05 03:27:38 +0000 2025
319,x,Baru nemu sunscreen yang beneran *bikin putih* tapi gak abu-abu aneh! AMATERASUN SUNSCREEN IS THE TRUTH https://t.co/OUmMjDcFip https://t.co/psOfPkAlYR,Thu Jun 05 03:27:35 +0000 2025
320,x,Enak banget di kulit teksturnya ringan dan gak greasy AMATERASUN SUNSCREEN BIKIN PUTIH https://t.co/JKYfTzWY1w https://t.co/f7Q5hu6d8T,Thu Jun 05 03:27:30 +0000 2025
321,x,Finally aku nemu sunscreen yang bener bener pas di aku! FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU ? check out disini ya guys https://t.co/JFcu3V6CkS https://t.co/vZXmELUbDv,Thu Jun 05 03:27:10 +0000 2025
322,x,AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET Teksturnya ringan hasilnya cerah gak bikin kusam! https://t.co/U4RGT1iit1 https://t.co/VJNK95hCba,Thu Jun 05 03:27:00 +0000 2025
323,x,yang lokal juga kalah dengan yang dari luar ! Amaterasun sunscreen bikin putih dan cerahinnya santun nggak nyeremin dan ga jadi abu2 https://t.co/dsuUkQYDnF https://t.co/G0TxEaAlWh,Thu Jun 05 03:27:00 +0000 2025
324,x,Hasil akhirnya natural banget no white cast AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET https://t.co/DbML4CTfMp https://t.co/p1P5Ju41w8,Thu Jun 05 03:26:59 +0000 2025
325,x,gak ngerti lagi kenapa bisa sebagus ini. Amaterasun sunscreen bikin putih dan no iritasi sama sekali https://t.co/DS6WjkyknR https://t.co/jCTRD6en6Y,Thu Jun 05 03:26:56 +0000 2025
326,x,Ini sunscreen terbaik menurut gw yg pling gampang di Apply dan nyaman di pke Amaterasun sunscreen bikin putih kulit auto glowing https://t.co/VrRrHoFWnM https://t.co/hsokeHhvCh,Thu Jun 05 03:26:54 +0000 2025
327,x,Glowing-nya natural bukan yang licin berminyak gitu bikin ketagihan jadinya makai Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/m7bae6bqa4 https://t.co/IMDjGiZk6p,Thu Jun 05 03:26:48 +0000 2025
328,x,Banyak yang cari Amaterasun sunscreen bikin putih karena efeknya mencerahkan tanpa bikin kusam. https://t.co/EJTXv9BNKy https://t.co/wHPYHq0y61,Thu Jun 05 03:26:47 +0000 2025
329,x,apply 1 layer doang langsung kayak dapet blessing dari matahari ? Amaterasun sunscreen bikin putih tapi gak dead fish look dong https://t.co/gNfqrrCef5 https://t.co/hBzbCiItH3,Thu Jun 05 03:26:33 +0000 2025
330,x,Sunscreen yang gak bikin abu + ada efek tone up = BEST COMBO AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU2 MONYET https://t.co/PaPxO4xijP https://t.co/4oD5UI0Qas,Thu Jun 05 03:26:29 +0000 2025
331,x,GAK ADA LAWAN DEH EMANG AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NO 1 DIHATI GUE ?? gak ada lawan comfy banget dipake nya makanya gas co biar sama kyk gue https://t.co/ApamMve3vk https://t.co/FWnxnH1thB,Thu Jun 05 03:26:23 +0000 2025
332,x,Nggak nyangka sunscreen lokal sekeren ini Amaterasun sunscreen bikin putih tapi bener-bener no whitecast aneh-aneh https://t.co/EbXbXTf4Gp https://t.co/1lSG3hnlkf,Thu Jun 05 03:26:21 +0000 2025
333,x,Dari kemasan tekstur sampe hasil di kulit semuanya juara banget Amaterasun sunscreen bikin putih https://t.co/oASLVJ9yWC https://t.co/OTu8Kcvkzz,Thu Jun 05 03:25:53 +0000 2025
334,x,Nyaman banget sih dipakainya berasa gak pake apa-apa AMATERASUN SUNSCREEN BIKIN PUTIH https://t.co/6ihaITz4fQ https://t.co/k2T6i6TDa8,Thu Jun 05 03:25:50 +0000 2025
335,x,dari balita sampe yang tua dari cewe sampe cowo ini sunscreen bisa bnaget dipake yaph Amaterasun Sunscreen yang bikin putih https://t.co/MwnoeugtOp,Thu Jun 05 03:25:37 +0000 2025
336,x,Aku coba karena penasaran eh beneran Amaterasun sunscreen bikin putih secara bertahap dan halus banget di kulit. https://t.co/m3dkXXRYyD https://t.co/PPjJrrTMLE,Thu Jun 05 03:25:35 +0000 2025
337,x,Bukan kaleng kaleng loh kalau dibilangin Amaterasun sunscreen bikin putih coba aja buktikan https://t.co/gOxEkVpYr9 https://t.co/wJZuwZFvAO,Thu Jun 05 03:25:24 +0000 2025
338,x,Udah repurchase 3x saking cintanya AMATERASUN SUNSCREEN BIKIN PUTIH https://t.co/A29ZgqYews https://t.co/UVwOIDhi0q,Thu Jun 05 03:25:23 +0000 2025
339,x,gak pernah nyesel pake Amaterasun sunscreen karena bikin putih tapi gak bikin abu2 monyet https://t.co/GtVwsBtFCz https://t.co/MUC3HMbGjy,Thu Jun 05 03:25:21 +0000 2025
340,x,Produk Amaterasun sunscreen bikin putih dan bikin kulit jadi lembab https://t.co/bHI3EvOBWs,Thu Jun 05 03:25:14 +0000 2025
341,x,gong banget sih hasil akhir nya Amaterasun sunscreen bikin putih tapi ga se dempul abu2 https://t.co/vL4qALvbil https://t.co/WrzP3ovfmW,Thu Jun 05 03:25:06 +0000 2025
342,x,Biasanya males bgt tapi ini malah bikin nagih karena emang mantep sekali Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet https://t.co/8RJzWZmhna https://t.co/RAPK5idiIJ,Thu Jun 05 03:25:03 +0000 2025
343,x,gue udah nyobain banyak sunscreen tone up tapi cuma Amaterasun sunscreen bikin putih yang hasilnya cocok https://t.co/YYtk2NFlrg https://t.co/3nAquUhgxE,Thu Jun 05 03:24:57 +0000 2025
344,x,https://t.co/hG3VNlcg4J sunscreen bikin putihKulit sehat tuh nggak harus kusam. Amaterasun kasih perlindungan plus aura cerah bukan vibe monyet capek https://t.co/pFabGApJ2J,Thu Jun 05 03:24:51 +0000 2025
345,x,FIX AKU NOBATIN AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU NOMER WAHID!! ? Secinta itu sama produk produknya makanya gue rajin check out https://t.co/L18uox4iAY https://t.co/cn1FYoLA2r,Thu Jun 05 03:24:39 +0000 2025
346,x,Sebagus itu produk Amaterasun sunscreen bikin putih dan gampang meresap dikulit https://t.co/01UrjIPzca,Thu Jun 05 03:24:35 +0000 2025
347,x,Sunscreen yang gak toxic relationship sama kulit kalian tuh jarang tapi Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet beneran safe zone https://t.co/liDrmgv2aB https://t.co/z1RMdlPMTB,Thu Jun 05 03:24:20 +0000 2025
348,x,Nggak nyangka sunscreen bisa sekeren ini. Amaterasun sunscreen bikin putih tapi bener-bener no whitecast aneh-aneh https://t.co/4kMzvNdWnD https://t.co/zsP3NgXCdz,Thu Jun 05 03:24:11 +0000 2025
349,x,Jujur ya Amaterasun sunscreen bikin putih itu bukan mitos. Kulitku sekarang lebih glowing dari sebelumnya. https://t.co/LLMs7SOYZo https://t.co/PLZsLt55AS,Thu Jun 05 03:24:08 +0000 2025
350,x,Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet serius kulit jd secerah itu suka bgt sm sunscreen satu inii https://t.co/ADPP6B0twO https://t.co/qzUjLBkPdJ,Thu Jun 05 03:24:02 +0000 2025
351,x,Waktu dipakai sebelum makeup malah bikin base-nya nempel cakep banget nih Amaterasun sunscreen bikin putih https://t.co/t5QkWCaaWF https://t.co/yr8z5IMifh,Thu Jun 05 03:23:54 +0000 2025
352,x,Wajib cobain produk Amaterasun sunscreen bikin putih dan bersih https://t.co/NYJcfgvLal,Thu Jun 05 03:23:46 +0000 2025
353,x,ini sunscreen tapi serasa pake skincare loh. Amaterasun sunscreen bikin putih dan ada kandungan pencerahnya juga https://t.co/PrMVtnxCXs https://t.co/ILJ4YChYks,Thu Jun 05 03:23:46 +0000 2025
354,x,Amaterasun sunscreen bikin putih yang cerahnya dapet glow-nya dapet abu-abunya? NOL! ? https://t.co/8WibLvuASy https://t.co/cU1A9mVEBQ,Thu Jun 05 03:23:35 +0000 2025
355,x,ini tuh gak cuma tone up tapi juga ngerawat. Amaterasun sunscreen bikin putih plus ada vitamin c-nya https://t.co/PQUobUph8k https://t.co/HLER4IqUq4,Thu Jun 05 03:23:26 +0000 2025
356,x,Paling suka sama Amaterasun sunscreen bikin putih https://t.co/6ufS4WyZyy,Thu Jun 05 03:23:20 +0000 2025
357,x,SETELAH COBA BERAGAM MERK FIX AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU EMANG TOP TIER NIH SUNSCREEN ?? gas check out ya guys https://t.co/wrv13othEu https://t.co/x7tgMeHMM4,Thu Jun 05 03:23:20 +0000 2025
358,x,gue suka karena dia tuh gak ada efek abu sama sekali. Amaterasun sunscreen bikin putih dan pas di kulit https://t.co/p9UByDXN97 https://t.co/mhk7ce5x3L,Thu Jun 05 03:23:09 +0000 2025
359,x,Tekstur yang mudah di apply dan water resistand ya Amaterasun Sunscreen Yang Bikin Putih https://t.co/cbo1zP8wDi,Thu Jun 05 03:23:05 +0000 2025
360,x,Pastinya Amaterasun sunscreen bikin putih dan bisa mencerahkan kulit https://t.co/dO0V4GNGAX,Thu Jun 05 03:23:00 +0000 2025
361,x,bener-bener gak nyesel beli. Amaterasun sunscreen bikin putih dan teksturnya tuh enteng banget https://t.co/u3yfSzIvIG https://t.co/GixsjJqFyG,Thu Jun 05 03:22:52 +0000 2025
362,x,Finally nemu sunscreen yang cerahinnya elegan bukan kayak pakai bedak 3 tingkat lebih putih Amaterasun sunscreen bikin putih lebih normal love you! https://t.co/hPSRZ7Xu5l https://t.co/HHIRIzWFU5,Thu Jun 05 03:22:48 +0000 2025
363,x,WAH FIX BENER NIH AMATERASUN SUNSCREEN BIKIN PUTIH TAPI GAK BIKIN ABU WOYY MANA LIGHT BANGET DI KULIT ENAK POL https://t.co/bBpESOE1G0 https://t.co/XmQxL3lYKg,Thu Jun 05 03:22:48 +0000 2025
364,x,Kalau kalian bilang Amaterasun sunscreen bikin putih yappp gue percaya katena gue udah coba https://t.co/2npjsawphu https://t.co/TAtoGOnHbD,Thu Jun 05 03:22:44 +0000 2025
365,x,Setelah 2 minggu pemakaian bisa aku bilang Amaterasun sunscreen bikin putih dengan hasil yang natural. https://t.co/QkGPf1k2Ds https://t.co/iGVSLX1ugm,Thu Jun 05 03:22:37 +0000 2025
366,x,Amaterasun sunscreen bikin putih gak bikin kalian jadi abu? yang mirip sesuatu itu https://t.co/qK576pL52B https://t.co/cmVV4MhnMY,Thu Jun 05 03:22:30 +0000 2025
367,x,Sekarang aku punya kesayangan baru yaitu Amaterasun sunscreen bikin putih bagus banget finish nya gak bikin abu ? gas check out ya geys https://t.co/DWuChAHQ4W https://t.co/5LVaLFUOHz,Thu Jun 05 03:22:09 +0000 2025
368,x,suka banget sama efek tone up-nya. Amaterasun sunscreen bikin putih dan kulit jadi lebih fresh https://t.co/wMGPzNymEd https://t.co/bRp0BiLEf2,Thu Jun 05 03:21:49 +0000 2025
369,x,Yang kulitnya suka ngambek kalo pake sunscreen trust me cobain ini Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet literally calm cling cantik https://t.co/bka0jRYSrh https://t.co/P7VHlVM37I,Thu Jun 05 03:21:36 +0000 2025
370,x,Pliss akhirnya nemu juga Amaterasun sunscreen bikin putih tapi gak bikin abu emang produknya gak ada yg gagal sih semuanya bagus di kulit aku ? gas Co ya sebelum habis https://t.co/ZFNQiRefDt https://t.co/ThirSlmZCJ,Thu Jun 05 03:21:36 +0000 2025
371,x,gue sekarang rajin pakai sunscreen karena Amaterasun sunscreen bikin putih bukan cuma ngelindungin doang https://t.co/xXAJ5V0Wgg https://t.co/yy5bv7v7b3,Thu Jun 05 03:21:23 +0000 2025
372,x,Nggak semua tone up sunscreen cocok di semua warna kulit. Tapi Amaterasun? Aman. Amaterasun sunscreen bikin putih secara natural. No abu https://t.co/baNw2e0uUy https://t.co/Vs1PKMpWDW,Thu Jun 05 03:21:17 +0000 2025
373,x,Pakai ini tiap pagi rasanya udah kayak ritual wajib karena Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet ayoo buruan kepoin https://t.co/UCfbjlAUdC https://t.co/bgJmgikrCG,Thu Jun 05 03:21:11 +0000 2025
374,x,Klo di tanya sunscreen yg bikin putih dan yg pling nyaman di pke udh pasti Amaterasun sunscreen bikin putih tapi gak bikin abu? monyet sumpa ini sunscreen bgus bggt https://t.co/4DoA522NeA https://t.co/u8q36dh2LV,Thu Jun 05 03:21:11 +0000 2025
375,x,Bagus banget woy Amaterasun sunscreen bikin putih tapi finish nya gak bikin abu ih perfect pol suka bangeeet bakalan aku pake sehari hari sih https://t.co/GiGkHYtxL5 https://t.co/mYckXwZkId,Thu Jun 05 03:21:10 +0000 2025
376,x,gue sempet takut iritasi tapi ternyata enggak. Amaterasun sunscreen bikin putih dan aman di kulit sensitif https://t.co/zEl5Y0vrB5 https://t.co/2bxgdn2OnM,Thu Jun 05 03:21:02 +0000 2025
377,x,Dulu: takut sunscreen karena suka ninggalin bekas abu? Sekarang: cinta mati sama Amaterasun sunscreen bikin putih karna dia ngertiin kulitku https://t.co/RJR5L2ClA7 https://t.co/DhQazAhlNa,Thu Jun 05 03:20:45 +0000 2025
